date,solarenergy,evapotranspiration,rainfallvalue,humidity,temp,soilmoisture,inflow
2020-08-25,21.2,4.36,0.88,72.1,85.1,32.2,1967.592592592612
2020-08-26,13.1,3.37,2.04,76.2,83.6,34.4,1504.629629629618
2020-08-27,11.5,3.28,2.36,77.7,81.9,35.18,578.7037037037118
2020-08-28,18.3,4.05,0.64,72.0,83.7,33.86,115.74074074071758
2020-08-29,19.4,2.01,1.04,69.6,85.2,33.22,462.9629629629526
2020-08-30,22.8,4.38,0.06,70.1,85.7,30.84,0.0
2020-08-31,23.7,4.44,8.68,69.4,86.1,29.69,0.0
2020-09-01,20.4,3.74,11.0,72.2,85.6,35.77,0.0
2020-09-02,13.7,4.22,0.91,81.6,82.6,38.24,0.0
2020-09-03,19.4,4.44,1.56,79.7,83.4,36.85,0.0
2020-09-04,18.1,4.15,0.16,77.2,84.5,34.86,0.0
2020-09-05,22.1,4.14,0.1,73.7,85.8,33.16,115.74074074071758
2020-09-06,23.5,4.23,3.04,71.3,86.6,31.72,115.74074074075811
2020-09-07,20.8,4.24,2.08,72.7,86.0,32.82,0.0
2020-09-08,22.1,4.38,2.86,72.4,86.0,32.04,231.4814814814757
2020-09-09,20.6,4.04,1.43,73.1,85.7,31.37,0.0
2020-09-10,18.7,4.05,3.79,72.6,85.6,31.95,347.22222222223496
2020-09-11,19.5,3.55,9.02,75.5,83.9,33.8,578.7037037037118
2020-09-12,16.8,3.91,22.89,71.7,84.1,37.3,231.4814814814757
2020-09-13,7.2,2.56,23.61,86.9,79.1,39.45,578.7037037037118
2020-09-14,9.5,3.13,31.91,88.5,78.6,39.88,0.0
2020-09-15,12.1,3.68,10.09,84.5,81.1,39.87,0.0
2020-09-16,10.6,3.72,6.33,87.3,81.2,39.5,925.9259259259064
2020-09-17,12.1,3.78,30.17,83.6,82.1,38.64,0.0
2020-09-18,17.3,3.8,11.93,83.4,82.1,39.03,0.0
2020-09-19,13.0,3.73,19.67,85.4,81.2,39.91,115.74074074075811
2020-09-20,13.5,2.9,0.25,86.6,80.9,39.99,0.0
2020-09-21,7.6,2.24,0.49,81.4,81.2,38.84,462.9629629629526
2020-09-22,9.5,3.15,0.0,75.8,82.5,36.97,0.0
2020-09-23,16.4,3.52,0.0,72.6,83.1,35.01,462.9629629629526
2020-09-24,15.7,3.97,56.75,70.8,84.5,32.91,115.74074074075811
2020-09-25,15.8,1.65,13.57,77.6,83.9,39.24,810.1851851851874
2020-09-26,6.3,1.74,1.76,89.3,77.4,40.1,0.0
2020-09-27,9.7,1.76,2.55,76.6,80.8,39.52,0.0
2020-09-28,20.4,1.31,14.01,74.2,82.9,39.13,0.0
2020-09-29,16.2,2.22,12.31,79.2,82.5,39.77,578.7037037037118
2020-09-30,12.1,2.14,0.57,79.8,81.3,40.07,1273.1481481481412
2020-10-01,16.6,3.79,0.0,78.1,82.5,36.8,0.0
2020-10-02,21.0,3.89,0.44,73.2,84.4,34.99,0.0
2020-10-03,20.8,3.8,0.53,67.3,85.2,33.24,578.7037037037118
2020-10-04,16.9,3.44,0.0,69.4,83.3,32.01,231.4814814814757
2020-10-05,19.1,3.65,0.03,66.0,84.7,30.89,0.0
2020-10-06,18.3,3.76,0.05,68.6,84.2,29.75,347.22222222223496
2020-10-07,14.3,3.13,0.0,72.1,81.9,28.88,0.0
2020-10-08,14.0,3.45,7.4,79.2,82.2,28.06,0.0
2020-10-09,14.1,3.26,20.3,83.1,82.5,27.33,0.0
2020-10-10,11.1,2.7,14.97,84.9,81.1,29.4,0.0
2020-10-11,6.3,2.93,21.66,88.9,78.8,34.86,578.7037037037118
2020-10-12,8.4,3.66,39.13,87.9,79.2,36.1,462.9629629629526
2020-10-13,3.3,2.79,4.88,92.5,77.0,38.04,0.0
2020-10-14,5.7,3.36,2.06,89.4,78.0,38.67,0.0
2020-10-15,13.0,3.6,0.35,82.7,80.3,37.79,0.0
2020-10-16,16.6,3.43,19.73,79.6,81.6,36.18,694.4444444444295
2020-10-17,16.9,3.58,1.78,77.8,81.9,34.41,3125.000000000036
2020-10-18,17.4,3.13,9.53,84.6,81.4,35.47,231.4814814814757
2020-10-19,17.6,3.59,13.03,78.8,82.6,34.21,347.2222222221933
2020-10-20,3.9,2.85,12.02,90.1,78.6,35.48,0.0
2020-10-21,13.0,3.58,0.14,85.0,81.3,37.37,1736.1111111111356
2020-10-22,21.4,3.91,0.0,75.8,82.7,37.55,578.7037037037118
2020-10-23,21.2,3.72,0.0,71.3,82.2,35.54,0.0
2020-10-24,21.4,3.67,0.0,68.8,81.8,33.68,231.4814814814757
2020-10-25,19.6,3.59,0.0,72.1,81.4,32.16,1041.666666666706
2020-10-26,20.4,3.42,0.0,68.4,81.5,30.91,462.9629629629526
2020-10-27,20.0,3.42,0.0,66.6,80.2,29.85,0.0
2020-10-28,20.5,3.35,0.0,69.4,79.8,28.96,347.22222222223496
2020-10-29,18.7,3.21,0.0,73.6,79.8,28.18,0.0
2020-10-30,18.5,3.0,0.0,66.9,81.9,27.5,347.22222222223496
2020-10-31,20.5,3.08,0.0,62.3,80.5,26.86,0.0
2020-11-01,20.8,2.86,0.0,62.1,79.9,26.28,0.0
2020-11-02,20.5,2.87,0.0,64.8,80.8,25.73,0.0
2020-11-03,19.0,2.69,0.0,66.8,81.7,25.23,694.4444444444699
2020-11-04,19.1,2.57,0.0,61.7,79.7,24.76,0.0
2020-11-05,20.0,2.59,1.32,56.9,78.1,24.29,0.0
2020-11-06,16.1,2.49,0.73,71.9,78.0,23.84,127777.77777777778
2020-11-07,15.4,2.09,0.0,82.0,80.0,24.11,0.0
2020-11-08,20.1,2.64,0.0,71.2,79.0,23.85,115.74074074071758
2020-11-09,21.1,2.18,0.0,55.2,75.5,23.43,0.0
2020-11-10,21.0,2.08,0.4,59.8,73.4,23.03,0.0
2020-11-11,20.7,2.01,1.17,63.0,75.6,22.64,0.0
2020-11-12,9.9,1.51,0.54,84.1,77.5,22.53,0.0
2020-11-13,15.8,1.81,0.0,76.6,79.5,22.57,0.0
2020-11-14,19.6,1.99,1.35,73.7,79.8,22.35,0.0
2020-11-15,14.9,1.63,2.0,74.1,79.1,22.0,0.0
2020-11-16,8.0,1.32,0.48,78.0,78.2,22.36,0.0
2020-11-17,19.3,1.99,0.04,72.5,78.8,22.56,0.0
2020-11-18,15.1,1.61,0.0,78.1,79.0,22.28,0.0
2020-11-19,14.5,1.47,0.0,79.2,80.3,21.86,0.0
2020-11-20,18.8,1.45,0.0,76.1,78.3,21.51,0.0
2020-11-21,19.6,1.4,0.0,61.4,78.8,21.17,0.0
2020-11-22,16.0,1.24,0.0,70.7,79.4,20.86,0.0
2020-11-23,15.0,1.05,0.0,80.1,78.1,20.6,0.0
2020-11-24,16.8,1.04,2.24,65.6,75.3,20.34,0.0
2020-11-25,16.6,0.98,13.73,66.6,75.8,20.1,0.0
2020-11-26,1.9,0.45,11.58,90.4,72.5,21.08,0.0
2020-11-27,4.1,1.15,1.31,91.2,69.9,25.13,0.0
2020-11-28,5.8,2.25,0.17,85.5,72.4,27.94,0.0
2020-11-29,15.0,1.64,0.0,81.1,76.8,27.15,0.0
2020-11-30,18.0,1.64,0.0,76.2,77.3,26.42,0.0
2020-12-01,17.7,1.08,0.0,78.3,76.4,25.95,0.0
2020-12-02,18.1,1.08,0.0,76.8,75.2,25.53,0.0
2020-12-03,17.5,1.03,0.0,73.9,75.1,25.16,0.0
2020-12-04,18.8,0.98,0.0,72.8,75.9,24.82,0.0
2020-12-05,18.9,0.93,0.32,73.2,75.3,24.5,0.0
2020-12-06,18.9,0.9,0.86,74.8,73.9,24.2,0.0
2020-12-07,17.4,0.76,2.43,69.9,76.4,24.07,0.0
2020-12-08,18.4,1.07,0.0,67.7,76.3,24.01,0.0
2020-12-09,18.6,0.97,0.0,68.9,73.9,24.51,0.0
2020-12-10,18.5,0.86,0.0,71.6,73.7,24.03,0.0
2020-12-11,18.7,0.81,0.0,70.8,74.5,23.7,1157.4074074074028
2020-12-12,18.5,0.76,0.0,76.4,73.5,23.41,0.0
2020-12-13,18.4,0.74,0.0,77.4,73.3,23.15,0.0
2020-12-14,17.9,0.71,0.0,75.8,73.9,22.91,0.0
2020-12-15,15.8,0.68,0.0,74.4,74.7,22.68,0.0
2020-12-16,15.0,0.6,0.0,78.2,75.4,22.47,0.0
2020-12-17,16.5,0.6,0.0,76.8,75.8,22.27,0.0
2020-12-18,14.7,0.58,0.0,78.3,75.8,22.07,0.0
2020-12-19,17.3,0.54,0.0,68.7,75.1,21.89,0.0
2020-12-20,18.6,0.51,0.0,64.9,72.8,21.71,0.0
2020-12-21,19.4,0.5,0.0,57.1,70.6,21.54,0.0
2020-12-22,19.3,0.5,0.0,59.8,68.9,21.38,0.0
2020-12-23,18.7,0.48,0.0,71.1,68.8,21.21,0.0
2020-12-24,18.4,0.45,0.0,72.8,71.5,21.06,0.0
2020-12-25,17.5,0.44,0.0,75.3,71.6,20.92,0.0
2020-12-26,17.2,0.43,0.0,74.5,71.9,20.77,0.0
2020-12-27,18.1,0.43,0.0,74.9,72.2,20.63,0.0
2020-12-28,19.0,0.43,0.0,72.6,72.4,20.49,0.0
2020-12-29,17.5,0.41,0.0,74.6,73.2,20.36,0.0
2020-12-30,17.9,0.37,0.02,73.3,73.3,20.23,0.0
2020-12-31,13.3,0.35,1.93,76.5,74.5,20.12,0.0
2021-01-01,14.2,1.05,0.0,73.8,74.6,19.87,0.0
2021-01-02,18.3,0.98,0.0,76.4,72.7,19.64,0.0
2021-01-03,17.8,0.88,0.0,76.1,72.5,20.49,0.0
2021-01-04,18.8,1.18,0.0,74.7,72.4,21.0,0.0
2021-01-05,12.7,0.93,0.0,78.1,75.0,20.76,0.0
2021-01-06,5.9,0.8,0.05,80.3,76.2,20.68,0.0
2021-01-07,14.4,0.75,2.59,75.8,77.5,20.04,0.0
2021-01-08,15.5,0.81,0.04,74.6,77.9,19.83,0.0
2021-01-09,18.2,0.71,0.0,74.0,76.6,19.63,0.0
2021-01-10,18.3,0.76,0.0,71.5,76.5,19.42,0.0
2021-01-11,18.1,0.76,0.0,66.7,76.3,19.22,0.0
2021-01-12,18.0,0.73,0.0,68.5,76.5,19.03,0.0
2021-01-13,18.8,0.67,0.0,70.3,76.7,18.85,0.0
2021-01-14,19.1,0.67,0.0,72.5,76.4,18.67,0.0
2021-01-15,18.8,0.65,0.0,72.1,76.3,18.51,90972.22222222222
2021-01-16,19.4,0.62,0.0,68.1,76.2,18.35,0.0
2021-01-17,19.4,0.61,0.0,70.2,75.4,18.18,0.0
2021-01-18,16.6,0.58,0.0,72.6,75.4,18.03,0.0
2021-01-19,18.1,0.55,0.0,74.1,75.1,17.89,0.0
2021-01-20,20.6,0.53,0.0,60.6,76.6,17.76,0.0
2021-01-21,19.2,0.54,0.0,63.4,77.3,17.63,0.0
2021-01-22,17.4,0.51,0.0,63.8,78.0,17.5,0.0
2021-01-23,19.9,0.49,0.0,71.3,76.9,17.38,0.0
2021-01-24,20.6,0.47,0.0,67.2,77.7,17.26,0.0
2021-01-25,20.9,0.46,0.0,58.1,78.3,17.16,0.0
2021-01-26,20.4,0.44,0.0,59.8,78.1,17.05,0.0
2021-01-27,19.7,0.43,0.0,64.7,77.5,16.83,0.0
2021-01-28,18.0,0.4,0.0,69.2,77.4,16.74,0.0
2021-01-29,19.2,0.39,0.0,68.2,77.9,16.65,0.0
2021-01-30,16.5,0.39,0.0,69.9,77.0,16.56,0.0
2021-01-31,17.0,0.37,0.0,65.7,76.9,16.48,0.0
2021-02-01,18.0,0.34,0.0,70.9,76.4,16.4,0.0
2021-02-02,19.0,0.33,0.0,67.7,75.9,16.33,0.0
2021-02-03,19.7,0.33,0.0,65.0,75.4,16.26,0.0
2021-02-04,20.8,0.32,0.0,61.5,74.6,16.19,0.0
2021-02-05,21.9,0.31,0.0,58.9,74.6,16.13,0.0
2021-02-06,21.7,0.3,0.0,59.9,75.5,16.06,0.0
2021-02-07,22.0,0.29,0.0,56.1,75.9,16.01,0.0
2021-02-08,21.8,0.28,0.0,54.3,74.0,15.95,0.0
2021-02-09,21.6,0.27,0.0,63.6,75.5,15.9,0.0
2021-02-10,22.2,0.26,0.0,59.9,75.5,15.85,0.0
2021-02-11,22.4,0.26,0.0,61.3,75.6,15.8,0.0
2021-02-12,22.4,0.25,0.0,63.3,76.1,15.76,0.0
2021-02-13,22.6,0.25,0.0,61.4,76.5,15.72,0.0
2021-02-14,22.9,0.25,0.0,54.3,76.9,15.68,0.0
2021-02-15,22.8,0.24,0.0,51.2,78.0,15.63,0.0
2021-02-16,22.9,0.23,0.0,50.3,78.8,15.6,0.0
2021-02-17,22.8,0.23,0.0,56.3,77.6,15.57,0.0
2021-02-18,20.3,0.21,0.0,65.2,76.9,15.53,0.0
2021-02-19,15.7,0.16,0.0,67.6,74.7,15.51,0.0
2021-02-20,18.7,0.18,1.06,59.0,75.7,16.07,0.0
2021-02-21,18.2,0.62,0.52,73.3,76.8,16.13,0.0
2021-02-22,20.9,0.26,0.6,69.9,79.1,16.36,0.0
2021-02-23,22.7,0.32,0.02,57.7,80.5,16.28,0.0
2021-02-24,23.6,0.28,0.0,55.3,79.6,16.2,0.0
2021-02-25,23.9,0.27,0.0,52.9,80.0,16.12,0.0
2021-02-26,23.6,0.26,0.0,49.4,81.7,16.06,0.0
2021-02-27,22.4,0.25,0.0,49.1,82.2,15.99,0.0
2021-02-28,24.2,0.24,0.0,46.4,83.2,15.93,0.0
2021-03-01,22.4,0.62,0.0,51.4,82.6,8.42,0.0
2021-03-02,20.4,0.6,0.0,58.2,81.1,8.39,0.0
2021-03-03,24.4,0.59,0.0,51.6,82.0,8.36,0.0
2021-03-04,24.9,0.58,0.0,47.9,81.4,8.33,0.0
2021-03-05,25.1,0.57,0.0,43.5,82.1,8.3,0.0
2021-03-06,25.1,0.56,0.0,43.3,81.0,8.28,0.0
2021-03-07,25.1,0.55,0.0,47.1,82.9,8.26,0.0
2021-03-08,25.0,0.54,0.0,55.7,82.1,8.24,0.0
2021-03-09,25.1,0.52,0.0,61.0,81.1,8.22,0.0
2021-03-10,25.2,0.51,0.0,59.6,81.1,8.2,0.0
2021-03-11,25.4,0.49,0.0,60.8,81.6,8.2,0.0
2021-03-12,25.5,0.49,0.0,57.9,81.7,8.19,0.0
2021-03-13,26.3,0.47,0.0,45.2,80.4,8.19,0.0
2021-03-14,25.8,0.48,0.0,46.3,81.3,8.17,0.0
2021-03-15,25.6,0.46,0.0,47.2,82.4,8.16,0.0
2021-03-16,24.9,0.17,0.0,54.6,83.4,15.66,0.0
2021-03-17,23.7,0.16,0.0,54.8,84.3,15.64,0.0
2021-03-18,24.4,0.16,0.0,58.4,83.3,15.61,0.0
2021-03-19,25.1,0.15,0.0,58.2,82.2,15.6,0.0
2021-03-20,25.4,0.16,0.0,53.7,82.1,15.58,0.0
2021-03-21,25.5,0.15,0.0,54.3,83.4,15.57,0.0
2021-03-22,24.8,0.15,0.0,49.1,85.4,15.54,0.0
2021-03-23,25.8,0.14,0.0,48.3,84.4,15.52,0.0
2021-03-24,25.0,0.14,0.0,47.9,85.1,15.5,0.0
2021-03-25,23.9,0.13,0.0,50.1,86.1,15.49,0.0
2021-03-26,25.1,0.15,0.0,50.0,86.6,15.47,0.0
2021-03-27,25.3,0.13,0.11,48.6,87.6,15.54,0.0
2021-03-28,25.1,0.16,0.03,53.5,86.8,15.53,0.0
2021-03-29,26.2,0.15,0.0,52.8,87.7,15.5,0.0
2021-03-30,26.1,0.14,0.0,48.3,88.8,15.49,0.0
2021-03-31,27.1,0.14,0.0,38.0,87.8,15.46,0.0
2021-04-01,26.9,0.13,0.0,36.4,88.2,15.46,0.0
2021-04-02,26.8,0.14,0.0,37.7,88.6,15.43,0.0
2021-04-03,24.7,0.13,0.0,41.5,88.1,15.41,0.0
2021-04-04,25.6,0.13,0.0,59.0,88.5,15.39,0.0
2021-04-05,25.3,0.12,0.0,62.6,87.8,15.37,0.0
2021-04-06,26.1,0.12,0.0,62.6,88.2,15.37,0.0
2021-04-07,25.2,0.12,0.0,58.6,87.4,15.36,0.0
2021-04-08,24.2,0.12,0.0,56.3,87.8,15.37,0.0
2021-04-09,23.8,0.14,0.0,59.8,87.3,15.35,0.0
2021-04-10,24.7,0.13,0.0,58.5,86.2,15.35,0.0
2021-04-11,24.6,0.11,0.0,64.1,85.0,15.33,0.0
2021-04-12,23.4,0.11,0.0,59.9,86.1,15.37,0.0
2021-04-13,23.2,0.14,0.0,61.3,86.3,15.37,0.0
2021-04-14,23.6,0.28,5.88,63.6,84.1,18.23,0.0
2021-04-15,23.4,1.58,5.85,63.6,84.4,19.1,0.0
2021-04-16,24.5,0.69,3.38,57.0,86.9,19.58,0.0
2021-04-17,25.9,0.6,0.31,59.9,88.3,19.15,0.0
2021-04-18,22.6,0.54,0.0,56.5,88.8,18.87,0.0
2021-04-19,22.0,0.49,0.44,54.3,89.6,18.85,0.0
2021-04-20,23.4,0.62,0.49,58.7,89.3,18.78,0.0
2021-04-21,23.0,0.73,0.57,64.1,88.3,19.36,0.0
2021-04-22,24.8,0.91,3.29,60.9,88.4,19.23,0.0
2021-04-23,22.6,1.04,1.62,63.5,87.1,21.5,0.0
2021-04-24,23.5,1.68,3.04,54.7,88.6,22.05,0.0
2021-04-25,25.8,0.74,0.0,54.5,89.9,21.68,0.0
2021-04-26,23.9,0.77,0.0,49.5,89.5,21.32,0.0
2021-04-27,25.3,0.73,0.0,50.3,89.7,21.0,0.0
2021-04-28,24.8,0.65,0.14,46.8,90.1,20.8,0.0
2021-04-29,25.1,0.76,0.86,50.7,90.1,20.83,0.0
2021-04-30,26.1,0.71,0.35,54.0,89.3,20.72,0.0
2021-05-01,24.6,0.76,0.17,55.7,88.8,20.74,0.0
2021-05-02,25.9,0.62,0.1,56.9,87.8,20.58,0.0
2021-05-03,25.3,0.64,0.0,58.7,87.4,20.32,0.0
2021-05-04,24.4,0.54,0.15,57.1,88.7,20.33,0.0
2021-05-05,24.3,0.86,1.85,57.3,89.3,20.79,0.0
2021-05-06,23.4,0.76,1.53,60.4,88.9,21.37,0.0
2021-05-07,23.9,0.65,0.0,59.0,89.7,21.08,0.0
2021-05-08,24.1,0.63,0.0,58.1,90.0,20.81,0.0
2021-05-09,24.3,0.55,0.0,57.0,90.6,20.85,0.0
2021-05-10,24.5,0.58,0.0,56.9,91.4,20.6,0.0
2021-05-11,22.8,0.51,0.55,62.0,89.7,20.66,0.0
2021-05-12,25.3,2.31,9.26,60.2,89.0,24.7,0.0
2021-05-13,23.0,1.0,0.78,60.7,89.8,24.13,0.0
2021-05-14,23.0,0.97,2.24,60.0,90.1,24.35,0.0
2021-05-15,21.1,0.95,1.24,68.6,87.9,23.99,0.0
2021-05-16,15.0,0.81,2.25,75.7,85.5,25.68,0.0
2021-05-17,21.8,1.96,2.2,68.9,88.3,25.61,0.0
2021-05-18,21.6,1.11,1.25,63.9,89.5,25.28,0.0
2021-05-19,23.6,1.02,0.42,62.6,90.2,25.19,0.0
2021-05-20,22.4,1.94,6.52,64.7,87.6,27.94,0.0
2021-05-21,22.6,1.61,2.23,61.8,88.4,27.74,0.0
2021-05-22,14.1,1.16,12.77,62.3,87.7,27.0,0.0
2021-05-23,23.3,2.12,4.03,52.9,90.6,27.19,0.0
2021-05-24,22.3,2.12,6.24,53.4,89.9,30.25,0.0
2021-05-25,21.7,1.63,0.0,44.8,91.5,28.64,115.74074074074304
2021-05-26,23.8,1.66,0.85,41.3,92.8,27.81,0.0
2021-05-27,25.7,1.42,2.8,46.8,91.3,28.23,0.0
2021-05-28,23.0,1.61,0.2,53.9,90.9,27.39,0.0
2021-05-29,21.8,1.48,0.09,58.8,90.3,26.71,0.0
2021-05-30,24.7,1.36,2.6,54.9,91.6,27.41,0.0
2021-05-31,23.3,1.43,0.12,55.2,91.5,26.62,0.0
2021-06-01,23.1,1.58,1.59,62.4,89.7,26.21,0.0
2021-06-02,22.5,1.92,3.12,68.8,87.3,26.51,0.0
2021-06-03,16.0,2.5,21.75,74.8,83.5,31.3,0.0
2021-06-04,22.3,2.74,2.28,64.6,86.6,29.44,0.0
2021-06-05,22.5,2.18,3.49,67.1,87.0,29.23,115.74074074073728
2021-06-06,22.3,4.19,9.7,68.6,86.6,30.13,115.74074074074304
2021-06-07,22.5,2.24,0.77,62.0,88.5,28.93,0.0
2021-06-08,20.7,2.33,0.0,55.7,89.7,27.96,0.0
2021-06-09,14.6,2.0,0.35,62.7,87.6,27.34,0.0
2021-06-10,14.7,1.81,0.07,62.0,86.4,26.77,0.0
2021-06-11,5.6,2.92,3.92,72.8,82.2,27.7,24189.814814814818
2021-06-12,12.2,1.94,0.28,65.2,85.6,26.98,694.4444444444445
2021-06-13,10.1,1.8,6.57,72.1,83.9,28.08,810.1851851851874
2021-06-14,15.5,2.4,4.41,68.8,84.1,28.38,578.7037037037014
2021-06-15,12.9,1.94,0.5,69.5,84.5,27.97,347.22222222221995
2021-06-16,13.7,2.04,0.54,70.1,84.8,27.5,347.22222222222456
2021-06-17,7.6,2.19,2.32,76.0,82.9,27.98,347.22222222221995
2021-06-18,12.1,2.4,4.31,66.6,85.2,28.8,115.74074074074304
2021-06-19,16.0,1.78,0.76,64.0,85.6,27.9,115.74074074073728
2021-06-20,16.3,1.95,0.0,62.6,86.4,27.13,0.0
2021-06-21,23.1,2.03,0.0,58.4,88.3,26.38,0.0
2021-06-22,17.6,1.82,0.0,59.0,88.1,25.76,0.0
2021-06-23,15.9,1.53,0.0,61.7,87.6,25.26,0.0
2021-06-24,23.3,1.51,0.65,66.4,84.7,25.09,0.0
2021-06-25,16.2,1.82,1.36,61.2,86.6,25.72,347.22222222221995
2021-06-26,17.5,1.83,0.75,63.2,86.4,25.28,694.4444444444445
2021-06-27,10.0,1.18,21.4,78.9,81.1,31.17,1157.4074074074074
2021-06-28,16.2,3.87,9.3,72.4,84.1,31.37,810.1851851851827
2021-06-29,19.6,2.4,0.26,63.5,87.1,29.6,925.925925925926
2021-06-30,23.4,2.31,0.42,62.5,88.4,28.58,231.4814814814815
2021-07-01,15.5,2.76,0.01,69.0,86.2,27.79,0.0
2021-07-02,10.6,2.27,6.01,75.0,83.1,28.08,0.0
2021-07-03,17.0,2.96,0.5,64.4,86.2,28.12,0.0
2021-07-04,20.9,2.71,2.12,62.8,87.6,26.95,0.0
2021-07-05,19.5,2.95,4.37,67.4,86.6,27.05,0.0
2021-07-06,21.5,3.07,6.53,69.8,86.4,28.42,0.0
2021-07-07,16.6,3.31,1.58,73.2,85.7,27.92,0.0
2021-07-08,10.2,2.96,14.58,80.5,81.9,33.48,0.0
2021-07-09,14.8,3.42,1.41,77.8,83.6,30.92,0.0
2021-07-10,16.6,2.65,2.97,75.7,83.8,30.2,0.0
2021-07-11,4.9,2.2,12.2,82.7,81.6,30.79,0.0
2021-07-12,8.9,2.98,5.55,83.5,81.1,32.31,0.0
2021-07-13,5.6,3.14,16.12,84.9,79.5,33.12,0.0
2021-07-14,5.5,3.41,13.17,86.1,78.9,34.41,0.0
2021-07-15,7.5,3.72,13.78,84.9,80.4,33.81,0.0
2021-07-16,15.1,3.76,23.22,82.0,82.3,35.18,694.4444444444445
2021-07-17,16.8,4.66,21.65,81.3,83.6,34.82,1851.8518518518483
2021-07-18,18.6,3.37,5.44,82.9,83.0,33.44,3587.962962962963
2021-07-19,15.8,3.6,11.88,74.9,83.5,33.71,5555.555555555556
2021-07-20,12.9,3.24,2.04,71.0,84.0,32.23,7175.925925925927
2021-07-21,4.0,2.29,5.11,86.6,78.1,35.07,6365.740740740739
2021-07-22,3.1,3.06,23.84,89.4,76.2,38.04,4282.407407407409
2021-07-23,11.5,4.73,12.88,81.4,79.7,36.96,5787.037037037037
2021-07-24,17.8,4.2,4.33,72.8,83.5,34.92,11921.2962962963
2021-07-25,18.6,3.58,0.41,69.9,85.3,33.33,16782.40740740741
2021-07-26,18.7,3.82,0.8,67.0,85.9,31.97,19444.44444444444
2021-07-27,16.6,3.85,0.0,63.1,86.3,30.54,16087.962962962967
2021-07-28,16.7,3.76,0.01,62.8,85.9,29.35,17129.629629629613
2021-07-29,12.8,2.96,0.04,67.1,84.4,28.54,9143.51851851853
2021-07-30,15.8,3.13,0.2,66.2,84.8,27.92,7291.666666666656
2021-07-31,9.9,2.38,2.01,68.5,83.9,27.88,8564.814814814818
2021-08-01,17.8,4.32,0.83,64.7,85.2,27.86,11689.814814814812
2021-08-02,18.4,4.24,0.0,64.6,85.3,26.97,8217.592592592602
2021-08-03,17.4,4.15,0.19,65.9,85.5,26.24,1273.1481481481412
2021-08-04,17.5,3.89,0.0,65.6,86.4,25.5,1504.629629629618
2021-08-05,17.5,3.51,1.71,65.8,86.0,25.46,1041.6666666666645
2021-08-06,20.6,3.81,0.31,64.8,86.5,24.86,0.0
2021-08-07,23.0,3.7,0.14,64.9,87.1,24.12,578.7037037037118
2021-08-08,21.4,3.28,1.77,70.6,86.2,24.35,0.0
2021-08-09,21.0,3.27,1.65,67.1,87.2,23.61,1388.888888888859
2021-08-10,19.8,2.97,0.11,67.8,86.7,23.07,694.4444444444699
2021-08-11,21.0,2.84,0.0,67.6,86.6,22.48,347.2222222221933
2021-08-12,18.2,2.69,1.33,70.9,85.5,22.16,0.0
2021-08-13,16.8,2.77,11.91,74.9,83.6,25.33,0.0
2021-08-14,15.9,3.41,0.58,71.4,84.5,24.66,0.0
2021-08-15,10.6,2.52,0.36,69.1,84.4,23.99,0.0
2021-08-16,6.2,2.28,11.87,86.7,79.0,30.31,0.0
2021-08-17,6.7,3.13,6.72,86.3,79.3,31.43,0.0
2021-08-18,12.9,3.61,7.14,80.0,81.4,31.12,0.0
2021-08-19,13.2,3.33,3.08,71.6,83.7,30.08,0.0
2021-08-20,15.2,3.17,0.93,73.0,83.3,29.7,231.48148148149653
2021-08-21,12.4,2.97,0.01,83.2,81.0,28.94,0.0
2021-08-22,20.4,3.84,4.27,74.4,83.4,29.36,0.0
2021-08-23,21.3,4.2,5.28,72.8,84.4,29.97,0.0
2021-08-24,22.2,4.15,4.27,70.2,85.5,29.68,0.0
2021-08-25,20.7,3.83,2.38,74.3,84.9,28.66,0.0
2021-08-26,17.0,,7.94,80.3,82.5,,0.0
2021-08-27,15.6,3.31,2.5,82.2,81.9,29.75,0.0
2021-08-28,11.4,2.63,6.85,84.8,80.4,32.39,0.0
2021-08-29,17.3,4.1,10.09,82.6,81.1,33.18,0.0
2021-08-30,9.8,3.28,21.86,85.6,79.1,35.74,0.0
2021-08-31,14.2,3.97,6.5,82.9,80.3,34.53,0.0
2021-09-01,15.6,3.82,1.54,86.6,80.6,32.84,925.925925925926
2021-09-02,19.1,4.11,0.17,80.2,82.8,31.35,0.0
2021-09-03,17.4,3.56,8.27,82.8,81.4,32.59,0.0
2021-09-04,15.8,4.21,12.97,83.1,81.2,34.69,0.0
2021-09-05,13.2,4.46,17.87,82.0,80.9,36.17,0.0
2021-09-06,5.0,3.2,7.69,86.1,79.0,35.79,3240.740740740732
2021-09-07,7.9,3.56,7.61,82.2,79.2,36.65,4282.407407407419
2021-09-08,17.7,4.04,2.19,71.7,82.9,34.69,6018.518518518514
2021-09-09,16.2,4.34,0.58,70.9,84.0,32.96,4282.407407407399
2021-09-10,15.1,4.26,0.0,69.2,84.6,31.38,2083.3333333333508
2021-09-11,12.8,3.6,3.13,68.7,84.7,31.06,2662.037037037021
2021-09-12,14.3,3.66,1.27,70.2,84.1,30.26,3125.000000000015
2021-09-13,12.8,3.78,0.42,71.2,84.5,29.33,2546.2962962963034
2021-09-14,15.1,3.58,7.02,74.4,83.7,30.58,2314.8148148148066
2021-09-15,18.4,4.03,2.34,70.1,84.5,29.77,3356.4814814814713
