date,solarenergy,evapotranspiration,rainfallvalue,humidity,temp,soilmoisture,inflow
2019-08-06,4.1,2.07,3.48,80.2,27.1,36.13,11805.55555555555
2019-08-07,6.2,1.96,0.84,81.3,26.9,36.05,12731.481481481478
2019-08-08,13.3,3.8,0.49,76.1,28.3,34.24,13657.4074074074
2019-08-09,13.4,3.81,0.0,70.7,29.4,32.35,13773.148148148162
2019-08-10,15.1,3.81,0.0,67.0,30.1,30.73,8217.592592592582
2019-08-11,15.6,3.72,0.74,64.1,30.3,29.32,1504.6296296296375
2019-08-12,16.0,3.73,1.35,63.9,30.3,28.05,11226.851851851838
2019-08-13,9.8,3.29,0.51,73.7,29.2,29.49,13541.666666666666
2019-08-14,17.6,4.73,0.44,69.0,29.8,31.33,11226.85185185186
2019-08-15,20.7,4.48,1.4,66.3,30.3,29.8,8217.592592592602
2019-08-16,22.0,3.83,5.55,66.2,30.3,30.28,0.0
2019-08-17,18.5,4.46,1.57,66.0,30.0,29.47,0.0
2019-08-18,14.3,3.49,8.16,75.8,28.6,34.11,1736.1111111111145
2019-08-19,20.3,4.79,13.3,76.0,29.0,35.53,6597.222222222204
2019-08-20,17.7,4.37,12.5,77.7,28.9,37.55,5208.333333333366
2019-08-21,9.8,2.38,5.89,78.8,28.1,38.28,1388.888888888859
2019-08-22,17.6,3.48,0.25,77.7,28.2,37.89,0.0
2019-08-23,9.4,4.07,0.73,74.9,28.0,37.61,0.0
2019-08-24,18.9,4.24,0.0,69.7,29.1,36.18,0.0
2019-08-25,19.8,3.99,0.0,65.6,29.8,34.67,0.0
2019-08-26,19.8,4.23,0.0,62.1,29.6,32.68,0.0
2019-08-27,24.3,4.26,0.0,59.9,29.9,30.88,0.0
2019-08-28,23.8,4.44,0.42,58.7,30.5,29.26,0.0
2019-08-29,20.0,4.5,14.46,64.7,30.4,27.81,0.0
2019-08-30,18.6,3.64,21.09,69.7,30.0,29.6,0.0
2019-08-31,11.5,2.91,6.42,80.4,27.5,35.46,0.0
2019-09-01,5.3,2.83,7.19,84.1,26.3,34.65,0.0
2019-09-02,6.0,2.87,2.74,83.4,26.6,35.06,0.0
2019-09-03,6.6,2.15,3.03,82.9,26.8,36.19,0.0
2019-09-04,6.2,2.4,0.76,81.2,27.0,35.06,0.0
2019-09-05,14.8,3.16,1.05,73.1,28.7,33.67,578.7037037037118
2019-09-06,9.8,2.65,1.46,74.4,28.2,32.58,4513.888888888895
2019-09-07,6.5,2.58,0.26,78.4,27.7,32.17,5787.037037037037
2019-09-08,12.0,2.26,0.1,71.0,28.9,32.85,8449.074074074058
2019-09-09,16.8,3.28,0.52,67.7,29.6,31.54,5787.037037037037
2019-09-10,13.4,3.35,0.34,69.9,29.2,30.31,3587.962962962989
2019-09-11,14.2,2.51,0.63,66.1,29.4,29.47,0.0
2019-09-12,16.4,2.11,0.58,67.8,29.0,30.75,0.0
2019-09-13,12.9,3.53,8.56,69.5,29.0,29.91,0.0
2019-09-14,19.3,3.55,2.2,71.5,28.8,31.72,0.0
2019-09-15,19.4,4.33,4.02,72.6,28.8,31.88,231.4814814814861
2019-09-16,16.2,3.75,22.35,76.4,28.7,31.89,125115.74074074076
2019-09-17,13.4,3.3,18.2,81.6,27.7,37.8,925.9259259259064
2019-09-18,6.9,3.68,10.33,88.2,26.7,38.84,1273.1481481481412
2019-09-19,11.8,4.24,3.61,87.5,27.0,38.23,0.0
2019-09-20,16.9,3.69,2.03,81.7,27.9,38.7,128009.25925925928
2019-09-21,17.4,3.71,3.65,78.8,28.7,36.52,0.0
2019-09-22,16.2,3.51,10.56,81.0,28.6,35.71,0.0
2019-09-23,18.2,4.09,19.6,82.6,28.2,38.09,0.0
2019-09-24,12.5,4.16,7.18,85.7,27.2,39.44,0.0
2019-09-25,10.0,3.05,16.36,87.0,26.7,39.17,231.4814814814757
2019-09-26,11.6,3.21,1.5,85.9,27.1,39.13,1736.1111111111356
2019-09-27,18.0,4.02,0.81,84.7,27.2,39.51,0.0
2019-09-28,17.6,3.62,5.28,81.9,27.8,38.53,0.0
2019-09-29,17.6,3.28,2.21,80.5,27.9,37.12,0.0
2019-09-30,19.6,3.6,0.73,80.0,27.8,36.56,810.1851851851874
2019-10-01,19.5,3.24,12.87,79.9,28.4,36.01,0.0
2019-10-02,20.6,3.38,4.25,76.7,28.8,36.39,0.0
2019-10-03,16.1,3.57,7.13,78.7,28.1,36.42,0.0
2019-10-04,18.8,2.7,1.86,79.1,27.8,38.83,115.74074074075811
2019-10-05,18.1,3.3,7.53,81.3,27.4,38.79,0.0
2019-10-06,17.5,3.38,15.53,83.5,27.3,38.58,578.7037037037118
2019-10-07,18.8,3.55,2.23,79.9,28.0,38.97,810.1851851851874
2019-10-08,16.8,3.33,4.83,79.7,27.8,38.26,1157.407407407382
2019-10-09,15.4,2.65,13.89,81.4,28.0,38.65,115.74074074075811
2019-10-10,15.1,3.14,2.27,82.4,27.2,38.95,0.0
2019-10-11,11.6,3.35,1.32,81.1,27.3,39.25,126851.85185185184
2019-10-12,14.4,2.84,2.85,81.4,27.7,38.19,231.4814814814757
2019-10-13,16.8,2.58,0.74,79.5,28.1,37.4,1736.1111111111356
2019-10-14,16.4,2.18,1.27,80.4,28.0,36.46,0.0
2019-10-15,18.1,2.59,2.39,78.2,28.4,34.96,0.0
2019-10-16,13.7,1.85,4.14,82.0,27.2,34.48,0.0
2019-10-17,12.4,2.58,8.19,85.0,26.3,33.69,0.0
2019-10-18,15.1,2.37,1.87,83.9,26.7,32.87,0.0
2019-10-19,13.9,2.2,7.54,88.0,25.8,32.42,0.0
2019-10-20,13.0,1.36,2.71,87.9,26.0,34.72,0.0
2019-10-21,9.3,2.49,3.51,88.1,25.9,34.22,0.0
2019-10-22,10.1,2.2,8.38,85.3,26.0,33.98,2546.296296296324
2019-10-23,5.1,2.68,1.54,88.7,25.8,34.39,810.185185185147
2019-10-24,14.5,1.96,3.44,80.2,27.2,33.83,0.0
2019-10-25,10.7,2.12,10.19,81.1,26.9,35.12,0.0
2019-10-26,15.7,2.32,2.96,82.3,27.5,35.14,347.2222222221933
2019-10-27,15.6,2.51,0.02,83.9,27.0,37.22,347.22222222223496
2019-10-28,17.3,2.54,1.5,81.8,27.7,35.51,694.4444444444295
2019-10-29,16.0,2.41,3.22,83.7,26.9,34.09,462.9629629629942
2019-10-30,11.9,1.92,0.07,86.2,25.8,33.55,0.0
2019-10-31,11.0,2.21,0.34,88.0,25.8,32.49,0.0
2019-11-01,15.3,2.11,0.22,81.1,27.3,31.46,0.0
2019-11-02,18.0,2.35,1.25,79.9,27.6,30.38,0.0
2019-11-03,15.5,1.81,0.0,81.9,27.4,30.04,0.0
2019-11-04,18.4,2.33,0.0,73.3,28.4,29.09,0.0
2019-11-05,18.8,2.32,0.9,71.7,27.8,28.23,0.0
2019-11-06,18.1,2.22,0.94,74.3,27.3,27.72,578.7037037037118
2019-11-07,17.7,2.31,0.12,74.9,27.2,26.9,0.0
2019-11-08,18.1,2.16,0.0,72.5,27.4,26.17,462.9629629629942
2019-11-09,18.9,2.23,0.0,70.4,27.3,25.45,925.9259259259064
2019-11-10,20.1,2.19,0.0,72.1,26.7,24.78,231.4814814814757
2019-11-11,16.8,2.18,0.0,72.4,26.6,24.14,0.0
2019-11-12,17.3,2.11,0.79,76.2,26.3,23.55,0.0
2019-11-13,16.7,1.73,0.01,76.1,26.2,23.16,810.1851851851874
2019-11-14,11.9,1.85,0.23,78.3,25.7,22.69,0.0
2019-11-15,10.5,1.78,0.0,78.4,26.2,22.24,123611.11111111112
2019-11-16,14.5,2.14,0.0,77.7,26.4,21.77,0.0
2019-11-17,19.1,2.11,0.08,73.2,26.9,21.36,0.0
2019-11-18,17.7,2.06,0.04,67.7,27.0,21.0,0.0
2019-11-19,14.8,1.89,0.0,79.1,26.8,20.74,0.0
2019-11-20,15.2,1.89,0.0,79.6,25.9,20.48,0.0
2019-11-21,14.1,1.96,0.0,76.4,25.9,20.23,0.0
2019-11-22,17.1,1.95,0.0,75.7,25.3,19.99,0.0
2019-11-23,17.4,1.9,0.0,74.3,24.6,19.77,0.0
2019-11-24,14.5,1.97,0.0,76.1,24.8,19.56,0.0
2019-11-25,17.0,1.81,0.0,77.5,24.6,19.37,0.0
2019-11-26,15.5,1.87,0.08,77.7,24.4,19.18,0.0
2019-11-27,16.3,1.79,0.1,74.5,24.7,19.0,0.0
2019-11-28,14.3,1.07,0.0,75.2,25.1,18.89,0.0
2019-11-29,13.2,0.85,1.07,78.2,25.6,18.79,0.0
2019-11-30,15.2,0.69,1.21,77.0,25.8,18.95,578.7037037037118
2019-12-01,8.3,0.73,1.95,79.5,25.1,19.1,347.22222222221416
2019-12-02,5.5,0.97,0.15,83.9,24.6,19.68,115.74074074073728
2019-12-03,4.0,1.04,0.0,86.8,24.3,20.11,347.22222222223496
2019-12-04,13.3,1.45,0.0,78.9,24.8,19.51,0.0
2019-12-05,13.0,1.46,0.0,77.8,24.4,18.81,0.0
2019-12-06,12.9,1.47,0.28,75.8,23.9,18.13,0.0
2019-12-07,17.5,1.45,0.03,71.9,23.6,17.47,0.0
2019-12-08,12.2,1.15,0.0,77.1,24.4,17.13,0.0
2019-12-09,13.2,1.41,0.0,77.8,24.2,16.5,0.0
2019-12-10,13.7,1.18,0.0,76.3,24.2,16.11,0.0
2019-12-11,15.9,1.12,0.0,75.7,23.9,15.44,0.0
2019-12-12,12.5,0.8,0.0,79.3,23.5,15.09,0.0
2019-12-13,13.7,1.31,0.0,74.2,24.6,14.52,0.0
2019-12-14,14.4,1.28,0.0,78.4,24.8,13.98,0.0
2019-12-15,14.0,1.24,0.0,78.7,24.3,13.46,0.0
2019-12-16,16.9,1.18,0.0,74.7,24.3,12.98,0.0
2019-12-17,12.5,1.13,0.0,78.4,23.7,12.52,0.0
2019-12-18,11.7,0.69,0.0,78.0,23.7,12.23,0.0
2019-12-19,12.0,1.14,0.0,78.0,23.8,11.78,0.0
2019-12-20,17.2,1.04,0.0,72.8,24.5,11.55,0.0
2019-12-21,16.0,1.1,0.0,72.4,24.0,11.13,0.0
2019-12-22,11.9,1.03,0.0,78.4,23.9,10.74,0.0
2019-12-23,12.9,0.94,0.0,77.0,23.6,9.65,0.0
2019-12-24,12.8,0.94,0.0,76.4,23.7,9.32,0.0
2019-12-25,12.3,0.96,0.0,75.2,24.2,8.99,0.0
2019-12-26,13.8,0.94,0.0,73.4,24.8,8.68,0.0
2019-12-27,10.8,0.91,0.0,74.0,25.1,8.39,0.0
2019-12-28,11.6,0.9,0.0,71.1,23.6,8.11,0.0
2019-12-29,11.4,0.86,0.02,77.8,22.6,7.83,0.0
2019-12-30,13.1,0.81,0.0,75.6,23.2,7.61,0.0
2019-12-31,10.4,0.79,0.0,77.7,23.9,7.37,0.0
2020-01-01,13.5,0.75,1.93,76.8,24.7,7.12,0.0
2020-01-02,11.7,0.76,1.98,80.8,25.0,6.87,0.0
2020-01-03,10.1,0.67,0.05,83.6,24.7,7.58,90740.74074074074
2020-01-04,12.2,0.52,0.3,82.0,24.4,7.4,0.0
2020-01-05,14.0,0.82,0.3,67.5,25.0,7.13,0.0
2020-01-06,7.7,0.75,0.0,68.5,24.8,6.89,0.0
2020-01-07,10.2,0.57,0.0,76.8,25.3,16.06,0.0
2020-01-08,9.8,0.57,0.0,76.8,25.3,15.93,0.0
2020-01-09,11.4,0.56,0.0,74.9,25.1,15.8,0.0
2020-01-10,5.3,0.5,0.0,81.8,23.8,15.68,85763.88888888889
2020-01-11,15.7,0.5,0.0,70.4,23.9,15.57,0.0
2020-01-12,19.4,0.47,0.0,62.8,23.5,15.48,0.0
2020-01-13,19.7,0.47,0.0,57.4,22.9,15.31,0.0
2020-01-14,19.2,0.44,0.0,68.9,23.5,15.21,0.0
2020-01-15,18.2,0.42,0.0,72.2,23.6,15.12,0.0
2020-01-16,19.3,0.4,0.0,71.2,23.8,15.03,0.0
2020-01-17,15.9,0.39,0.0,69.7,24.7,14.94,0.0
2020-01-18,16.1,0.37,0.0,73.0,25.3,14.9,0.0
2020-01-19,12.8,0.35,0.0,72.5,25.4,14.83,0.0
2020-01-20,14.0,0.35,0.0,73.0,25.3,14.75,0.0
2020-01-21,15.3,0.34,0.0,69.6,25.3,14.68,0.0
2020-01-22,18.7,0.32,0.0,73.1,25.1,15.02,0.0
2020-01-23,19.0,0.31,0.0,73.8,24.7,14.55,0.0
2020-01-24,20.3,0.31,0.0,64.5,25.0,14.49,0.0
2020-01-25,18.8,0.29,0.0,66.1,25.5,14.43,0.0
2020-01-26,19.7,0.28,0.0,67.5,25.7,14.39,0.0
2020-01-27,20.2,0.27,0.0,59.9,26.6,14.33,115.74074074075811
2020-01-28,18.0,0.25,0.0,65.3,26.7,14.46,0.0
2020-01-29,17.5,0.23,0.02,70.6,27.1,14.24,0.0
2020-01-30,15.0,0.24,0.0,75.2,26.3,14.2,0.0
2020-01-31,17.9,0.23,0.0,65.5,26.2,14.15,0.0
2020-02-01,17.6,0.22,0.0,68.8,26.3,14.11,0.0
2020-02-02,16.0,0.2,0.0,69.7,26.0,14.08,0.0
2020-02-03,18.3,0.19,0.0,69.4,26.0,14.26,0.0
2020-02-04,18.3,0.19,0.0,66.6,26.5,14.01,0.0
2020-02-05,19.7,0.18,0.0,64.6,26.5,13.98,0.0
2020-02-06,19.8,0.18,0.0,60.6,26.8,13.95,0.0
2020-02-07,19.8,0.09,1.14,66.0,26.8,13.94,0.0
2020-02-08,14.7,0.1,0.93,68.2,26.6,13.92,0.0
2020-02-09,7.6,0.11,0.0,78.5,24.2,14.42,0.0
2020-02-10,12.9,0.19,0.0,80.8,24.1,14.37,0.0
2020-02-11,14.0,0.17,0.0,78.1,25.0,14.33,0.0
2020-02-12,14.5,0.17,0.0,71.5,25.6,14.33,0.0
2020-02-13,22.0,0.17,0.0,59.7,26.4,14.26,0.0
2020-02-14,23.0,0.17,0.0,53.4,25.4,14.22,0.0
2020-02-15,22.6,0.17,0.0,53.7,25.8,14.19,0.0
2020-02-16,22.4,0.16,0.0,54.3,26.7,14.15,0.0
2020-02-17,22.5,0.15,0.0,51.7,26.5,14.12,0.0
2020-02-18,22.9,0.15,0.0,54.6,26.3,14.1,0.0
2020-02-19,22.5,0.14,0.0,60.5,26.5,14.07,0.0
2020-02-20,22.3,0.14,0.0,64.4,26.5,14.04,0.0
2020-02-21,22.9,0.13,0.0,62.1,25.9,14.02,0.0
2020-02-22,23.0,0.13,0.0,63.6,25.8,14.05,0.0
2020-02-23,22.1,0.13,0.0,62.5,25.9,13.98,0.0
2020-02-24,22.9,0.13,0.0,61.0,27.3,13.96,0.0
2020-02-25,16.6,0.11,0.0,65.8,27.2,13.94,0.0
2020-02-26,18.7,0.12,0.0,68.5,26.7,13.92,0.0
2020-02-27,22.8,0.11,0.0,54.7,27.2,13.91,0.0
2020-02-28,18.6,0.11,0.09,66.8,27.1,13.89,0.0
2020-02-29,19.7,0.07,0.7,65.4,27.3,13.88,0.0
2020-03-01,21.6,0.07,0.0,65.7,27.3,15.19,0.0
2020-03-02,14.8,0.2,0.0,64.6,26.9,15.28,0.0
2020-03-03,20.6,0.18,0.0,61.8,28.4,14.95,0.0
2020-03-04,20.1,0.17,0.32,56.4,29.0,14.89,0.0
2020-03-05,20.8,0.18,0.62,65.0,28.4,14.84,0.0
2020-03-06,18.0,0.17,1.57,72.6,28.2,14.79,0.0
2020-03-07,17.2,0.18,0.56,74.3,28.0,14.75,0.0
2020-03-08,18.8,0.17,0.35,73.0,28.2,14.83,0.0
2020-03-09,20.2,0.18,0.0,61.3,28.6,15.22,0.0
2020-03-10,23.5,0.14,0.11,58.7,28.9,15.18,0.0
2020-03-11,20.0,0.12,0.6,65.3,28.6,15.15,0.0
2020-03-12,19.0,0.11,0.0,65.9,28.7,15.11,0.0
2020-03-13,22.8,0.09,0.0,63.3,29.2,15.09,45370.37037037036
2020-03-14,22.3,0.08,0.0,64.5,28.5,15.07,0.0
2020-03-15,24.0,0.19,0.0,63.2,28.4,15.02,0.0
2020-03-16,24.3,0.19,0.0,62.3,28.8,14.97,0.0
2020-03-17,24.5,0.19,0.0,54.4,29.8,14.93,0.0
2020-03-18,24.9,0.18,0.4,53.9,29.8,14.88,0.0
2020-03-19,20.8,0.16,0.71,60.7,29.7,15.06,0.0
2020-03-20,21.0,0.2,0.07,59.7,29.5,15.33,0.0
2020-03-21,22.3,0.23,0.0,67.1,29.5,15.26,0.0
2020-03-22,20.4,0.2,0.0,68.2,29.5,15.2,0.0
2020-03-23,21.4,0.19,0.0,65.6,29.6,15.15,0.0
2020-03-24,23.7,0.18,0.0,60.5,29.7,15.1,39814.81481481481
2020-03-25,23.5,0.12,0.0,57.2,30.1,15.07,0.0
2020-03-26,24.9,0.17,0.0,57.2,29.8,15.02,0.0
2020-03-27,25.7,0.17,0.0,49.0,30.7,14.98,0.0
2020-03-28,25.5,0.16,0.0,42.7,31.2,14.93,0.0
2020-03-29,25.3,0.16,0.0,43.8,31.6,14.89,0.0
2020-03-30,24.2,0.15,0.0,45.0,31.1,14.85,0.0
2020-03-31,25.0,0.15,0.0,46.5,31.7,14.81,0.0
2020-04-01,22.7,0.14,0.05,47.0,32.0,14.78,0.0
2020-04-02,22.9,0.14,0.0,46.9,32.6,14.75,0.0
2020-04-03,20.0,0.13,0.0,51.8,31.4,14.72,0.0
2020-04-04,22.6,0.12,0.0,56.7,30.5,14.69,0.0
2020-04-05,24.8,0.12,3.37,53.8,30.6,15.13,0.0
2020-04-06,23.6,1.1,5.0,60.2,31.0,18.62,0.0
2020-04-07,24.2,3.18,0.1,54.1,31.2,22.5,0.0
2020-04-08,23.5,0.77,0.87,55.1,31.6,21.98,0.0
2020-04-09,22.3,0.73,0.0,67.9,29.0,22.15,0.0
2020-04-10,24.9,0.76,0.0,60.7,29.6,21.66,0.0
2020-04-11,26.2,0.73,0.1,59.0,30.7,21.27,0.0
2020-04-12,24.6,0.67,0.0,54.5,31.6,21.17,0.0
2020-04-13,24.9,0.43,0.0,48.1,31.8,20.95,0.0
2020-04-14,25.8,0.36,0.0,47.5,31.9,20.76,0.0
2020-04-15,26.5,0.36,0.0,48.4,31.6,20.58,0.0
2020-04-16,25.5,0.35,0.44,51.3,32.0,20.41,0.0
2020-04-17,25.4,0.34,0.0,54.8,32.3,21.9,0.0
2020-04-18,24.5,2.89,0.0,57.0,32.2,23.87,0.0
2020-04-19,25.1,0.91,1.99,59.3,31.4,23.32,0.0
2020-04-20,26.0,0.94,0.0,55.9,31.7,27.18,0.0
2020-04-21,24.0,1.18,0.14,56.5,32.1,25.82,0.0
2020-04-22,23.8,1.1,0.0,54.9,32.6,25.25,0.0
2020-04-23,24.6,1.12,0.24,60.7,32.7,24.7,0.0
2020-04-24,23.7,1.27,0.0,61.2,32.7,25.45,0.0
2020-04-25,23.8,1.11,0.26,65.1,32.4,24.85,0.0
2020-04-26,22.7,1.01,1.21,62.3,32.4,24.44,0.0
2020-04-27,23.0,1.01,8.09,67.3,31.5,24.0,0.0
2020-04-28,21.2,1.28,0.0,68.0,30.4,28.81,0.0
2020-04-29,21.9,1.28,0.54,62.9,31.2,26.87,0.0
2020-04-30,23.8,1.28,1.9,54.8,32.6,26.06,0.0
2020-05-01,23.8,1.07,0.65,61.3,31.8,28.36,0.0
2020-05-02,24.5,2.43,0.34,56.2,33.0,28.04,0.0
2020-05-03,24.3,1.39,0.42,56.0,34.0,27.17,0.0
2020-05-04,24.7,1.75,0.36,56.4,34.1,27.33,0.0
2020-05-05,24.4,1.49,3.02,55.0,33.9,27.3,0.0
2020-05-06,24.1,1.63,0.75,58.4,33.5,30.85,0.0
2020-05-07,24.4,3.52,0.0,60.9,32.5,32.15,0.0
2020-05-08,24.2,1.78,0.54,56.4,33.2,30.53,29976.85185185185
2020-05-09,24.5,2.01,0.2,53.8,33.7,29.89,0.0
2020-05-10,24.1,2.17,0.1,52.5,32.4,29.4,0.0
2020-05-11,24.7,1.81,0.55,48.1,32.9,28.65,0.0
2020-05-12,25.7,1.67,0.0,48.8,33.3,27.9,0.0
2020-05-13,26.5,1.69,0.07,53.4,33.1,27.36,0.0
2020-05-14,25.2,1.63,0.0,57.3,33.6,26.76,0.0
2020-05-15,26.0,1.62,3.74,49.2,34.1,26.25,0.0
2020-05-16,23.8,1.43,0.49,54.0,33.6,27.51,0.0
2020-05-17,21.0,2.11,1.4,64.4,31.9,27.0,0.0
2020-05-18,19.3,2.26,0.24,57.2,32.7,0.0,0.0
2020-05-19,22.2,2.1,0.0,47.5,33.5,0.0,0.0
2020-05-20,25.1,1.9,0.01,37.5,34.6,28.94,0.0
2020-05-21,27.6,1.91,0.0,36.5,35.6,28.17,0.0
2020-05-22,27.7,1.8,0.17,36.8,34.4,27.43,0.0
2020-05-23,27.3,1.77,0.0,36.8,35.2,26.77,0.0
2020-05-24,23.9,1.58,0.92,50.5,35.9,26.41,0.0
2020-05-25,24.5,1.66,0.46,58.1,35.4,26.03,0.0
2020-05-26,24.3,1.59,1.35,61.0,34.9,26.23,0.0
2020-05-27,24.1,2.01,0.0,56.1,35.7,26.38,0.0
2020-05-28,26.3,1.62,4.86,51.0,36.2,26.3,0.0
2020-05-29,25.1,1.33,0.01,49.4,36.5,27.53,0.0
2020-05-30,24.5,4.19,12.09,56.4,34.2,28.75,0.0
2020-05-31,20.5,2.56,15.71,63.0,32.9,31.33,0.0
2020-06-01,18.0,3.81,9.37,72.4,30.3,33.76,11342.592592592591
2020-06-02,20.3,3.74,0.06,67.3,31.0,32.88,0.0
2020-06-03,20.2,2.73,0.89,70.2,30.9,31.23,0.0
2020-06-04,21.2,2.39,0.0,58.2,32.0,30.84,0.0
2020-06-05,23.2,2.69,0.0,54.8,32.7,29.74,0.0
2020-06-06,23.9,2.55,0.07,50.0,33.5,28.83,0.0
2020-06-07,23.3,2.43,0.0,52.4,33.2,28.05,0.0
2020-06-08,20.7,2.37,2.31,49.9,33.8,27.33,0.0
2020-06-09,22.3,2.85,9.14,49.2,33.9,27.72,0.0
2020-06-10,14.8,4.1,7.84,64.6,30.5,31.68,115.74074074073728
2020-06-11,5.1,3.24,0.74,83.5,27.1,32.39,0.0
2020-06-12,9.3,1.38,0.0,80.9,27.7,33.38,0.0
2020-06-13,18.1,2.59,7.22,64.7,30.2,31.91,0.0
2020-06-14,17.4,1.44,2.14,60.9,31.6,31.96,0.0
2020-06-15,16.6,2.6,9.64,62.7,31.5,31.68,0.0
2020-06-16,11.9,4.36,11.53,65.0,30.7,36.35,0.0
2020-06-17,15.2,3.8,2.0,67.0,30.0,35.05,0.0
2020-06-18,9.4,3.27,0.55,69.8,29.3,34.15,115.74074074074304
2020-06-19,8.5,2.96,0.67,74.3,29.3,33.03,0.0
2020-06-20,22.0,2.69,0.84,64.0,31.2,32.47,0.0
2020-06-21,12.9,2.73,6.3,65.3,30.2,31.91,0.0
2020-06-22,13.0,2.42,0.33,64.8,30.6,31.69,0.0
2020-06-23,21.4,2.97,4.13,66.2,30.5,30.97,115.74074074074304
2020-06-24,21.8,2.83,0.42,67.9,30.9,32.25,0.0
2020-06-25,22.7,3.19,0.55,68.2,31.0,31.24,0.0
2020-06-26,20.9,2.81,20.11,64.7,31.3,30.18,0.0
2020-06-27,19.9,2.81,6.87,66.0,31.4,33.54,0.0
2020-06-28,18.8,4.63,17.52,75.7,29.6,34.83,0.0
2020-06-29,16.7,4.32,3.06,76.4,30.1,36.43,115.74074074074304
2020-06-30,19.3,2.39,1.46,78.5,29.4,35.83,115.74074074073728
2020-07-01,18.1,1.69,22.84,74.4,85.5,34.39,231.4814814814815
2020-07-02,14.3,3.2,3.91,72.5,85.2,34.76,0.0
2020-07-03,16.8,4.0,5.04,69.9,86.1,35.77,231.4814814814815
2020-07-04,5.5,2.5,6.68,83.2,81.0,34.55,115.74074074073728
2020-07-05,4.6,3.1,0.65,84.7,79.8,36.8,115.74074074074304
2020-07-06,9.2,3.64,4.39,80.8,81.4,36.36,0.0
2020-07-07,16.1,4.38,9.06,67.8,86.1,34.97,0.0
2020-07-08,17.6,3.74,3.6,72.6,85.3,36.12,0.0
2020-07-09,9.7,2.49,5.41,80.7,82.6,36.08,115.74074074074304
2020-07-10,12.5,4.03,6.57,76.1,82.9,35.56,115.74074074073728
2020-07-11,18.2,4.23,2.29,74.3,84.4,35.35,115.74074074074304
2020-07-12,20.3,4.12,19.03,73.7,84.6,37.42,115.74074074073728
2020-07-13,14.9,4.55,21.78,79.3,83.5,37.85,115.74074074074304
2020-07-14,11.0,2.4,22.88,81.2,82.2,38.09,0.0
2020-07-15,6.1,2.18,2.66,89.2,79.0,38.63,1388.88888888889
2020-07-16,9.1,2.56,1.79,83.0,80.5,36.44,3356.4814814814813
2020-07-17,11.1,2.43,4.04,76.5,83.0,35.39,4976.851851851849
2020-07-18,17.2,3.62,8.33,76.7,83.9,33.79,5092.592592592591
2020-07-19,18.5,3.33,20.73,77.2,84.2,34.05,3356.4814814814813
2020-07-20,16.6,4.11,0.52,80.3,83.8,35.69,2314.8148148148157
2020-07-21,21.8,3.57,7.81,77.1,84.6,34.01,3124.999999999995
2020-07-22,17.8,3.29,1.99,78.3,85.3,36.79,3935.1851851851934
2020-07-23,5.3,2.94,16.05,88.1,79.4,38.57,2893.5185185185187
2020-07-24,14.3,3.42,0.89,83.2,81.1,38.89,2777.7777777777696
2020-07-25,11.5,2.58,0.16,82.6,81.2,37.96,3472.2222222222304
2020-07-26,23.8,3.83,0.05,69.9,84.8,36.44,3124.999999999995
2020-07-27,23.2,3.89,7.69,68.3,85.9,34.89,1967.5925925925917
2020-07-28,17.9,3.22,11.24,74.5,84.8,36.57,1504.6296296296284
2020-07-29,13.6,3.85,7.56,79.6,83.1,35.77,0.0
2020-07-30,20.5,3.22,3.22,77.3,84.9,36.4,0.0
2020-07-31,19.1,4.28,13.23,81.3,84.3,35.77,0.0
2020-08-01,20.7,3.94,3.11,80.3,83.8,36.3,462.962962962963
2020-08-02,20.6,4.17,14.43,73.2,84.9,35.63,231.4814814814757
2020-08-03,10.5,3.67,1.22,74.4,83.4,36.52,462.962962962963
2020-08-04,5.2,2.24,5.39,80.3,81.5,35.47,0.0
2020-08-05,9.9,1.58,2.97,78.7,81.6,35.48,0.0
2020-08-06,17.8,4.17,0.18,74.4,84.4,33.59,0.0
2020-08-07,15.2,3.85,0.0,72.0,85.7,32.19,347.22222222221416
2020-08-08,19.8,3.95,25.05,67.1,87.0,30.95,4861.1111111111095
2020-08-09,11.9,3.54,6.69,73.1,83.7,36.57,9606.481481481484
2020-08-10,5.6,2.94,12.37,85.7,79.0,36.44,9606.481481481484
2020-08-11,16.9,3.19,3.5,74.0,83.3,36.33,7407.407407407414
2020-08-12,9.8,2.1,16.18,77.3,81.9,39.23,3472.222222222209
2020-08-13,4.4,2.35,22.81,86.4,78.4,39.06,1157.4074074074235
2020-08-14,4.5,2.24,30.06,88.3,77.2,39.59,4629.629629629613
2020-08-15,4.8,2.07,13.57,90.6,76.4,39.92,6597.222222222225
2020-08-16,6.2,2.3,4.44,89.8,77.1,39.92,6597.222222222225
2020-08-17,12.5,3.42,9.02,84.0,80.0,39.74,9027.77777777777
2020-08-18,17.3,4.29,12.08,73.7,83.3,39.25,13541.666666666686
2020-08-19,5.2,3.08,12.22,85.0,79.5,39.18,14004.62962962962
2020-08-20,4.0,2.26,4.19,88.0,78.3,39.87,8796.296296296294
2020-08-21,10.4,3.48,0.41,79.3,81.4,38.49,6828.703703703703
2020-08-22,14.5,4.24,5.97,77.0,82.7,36.04,6249.99999999999
2020-08-23,16.8,3.82,0.13,75.8,83.6,35.53,578.7037037037118
2020-08-24,18.2,4.18,0.49,72.4,84.3,33.91,1620.370370370376
