Date,Temp
2021-12-21,68.4
2021-12-22,67.9
2021-12-23,69.8
2021-12-24,74.1
2021-12-25,73.7
2021-12-26,74.3
2021-12-27,74.2
2021-12-28,73.8
2021-12-29,74.1
2021-12-30,73.3
2021-12-31,73.7
2022-01-01,73.5
2022-01-02,73.7
2022-01-03,73.8
2022-01-04,73.0
2022-01-05,72.5
2022-01-06,72.6
2022-01-07,73.4
2022-01-08,75.1
2022-01-09,75.1
2022-01-10,74.8
2022-01-11,74.2
2022-01-12,74.4
2022-01-13,73.4
2022-01-14,73.7
2022-01-15,73.9
2022-01-16,73.9
2022-01-17,75.4
2022-01-18,74.0
2022-01-19,73.5
2022-01-20,74.6
2022-01-21,77.1
2022-01-22,76.1
2022-01-23,77.3
2022-01-24,74.7
2022-01-25,71.7
2022-01-26,72.1
2022-01-27,71.0
2022-01-28,69.7
2022-01-29,69.1
2022-01-30,71.8
2022-01-31,74.3
2022-02-01,75.2
2022-02-02,75.7
2022-02-03,75.5
2022-02-04,75.8
2022-02-05,73.2
2022-02-06,73.6
2022-02-07,75.3
2022-02-08,76.0
2022-02-09,76.3
2022-02-10,75.2
2022-02-11,76.2
2022-02-12,75.2
2022-02-13,74.3
2022-02-14,75.3
2022-02-15,75.9
2022-02-16,77.5
2022-02-17,77.6
2022-02-18,77.4
2022-02-19,77.9
2022-02-20,80.8
2022-02-21,80.7
2022-02-22,79.8
2022-02-23,79.5
2022-02-24,78.7
2022-02-25,78.7
2022-02-26,77.7
2022-02-27,77.2
2022-02-28,77.9
2022-03-01,80.1
2022-03-02,79.4
2022-03-03,80.7
2022-03-04,80.5
2022-03-05,80.6
2022-03-06,80.4
2022-03-07,81.2
2022-03-08,82.9
2022-03-09,84.1
2022-03-10,83.3
2022-03-11,83.9
2022-03-12,84.8
2022-03-13,86.3
2022-03-14,86.3
2022-03-15,85.8
2022-03-16,87.6
2022-03-17,89.4
2022-03-18,86.0
2022-03-19,85.0
2022-03-20,86.4
2022-03-21,88.7
2022-03-22,88.8
2022-03-23,88.2
2022-03-24,87.7
2022-03-25,88.0
2022-03-26,88.6
2022-03-27,88.8
2022-03-28,90.0
2022-03-29,90.6
2022-03-30,90.9
2022-03-31,90.4
2022-04-01,89.5
2022-04-02,89.2
2022-04-03,89.7
2022-04-04,88.9
2022-04-05,87.6
2022-04-06,89.3
2022-04-07,89.7
2022-04-08,89.0
2022-04-09,88.9
2022-04-10,89.3
2022-04-11,89.2
2022-04-12,90.0
2022-04-13,89.8
2022-04-14,90.5
2022-04-15,91.7
2022-04-16,91.0
2022-04-17,92.1
2022-04-18,92.0
2022-04-19,94.1
2022-04-20,93.8
2022-04-21,92.0
2022-04-22,89.3
2022-04-23,91.1
2022-04-24,93.9
2022-04-25,95.3
2022-04-26,95.0
2022-04-27,94.8
2022-04-28,94.7
2022-04-29,95.4
2022-04-30,97.2
2022-05-01,97.2
2022-05-02,96.2
2022-05-03,93.9
2022-05-04,90.4
2022-05-05,93.0
2022-05-06,95.0
2022-05-07,94.7
2022-05-08,94.2
2022-05-09,95.0
2022-05-10,91.7
2022-05-11,85.0
2022-05-12,84.5
2022-05-13,86.9
2022-05-14,92.6
2022-05-15,93.2
2022-05-16,91.7
2022-05-17,91.9
2022-05-18,88.0
2022-05-19,87.8
2022-05-20,85.6
2022-05-21,90.0
2022-05-22,93.4
2022-05-23,95.2
2022-05-24,97.2
2022-05-25,95.0
2022-05-26,96.1
2022-05-27,93.5
2022-05-28,96.9
2022-05-29,97.9
2022-05-30,96.9
2022-05-31,95.6
2022-06-01,94.6
2022-06-02,98.2
2022-06-03,98.0
2022-06-04,99.2
2022-06-05,97.3
2022-06-06,93.0
2022-06-07,95.1
2022-06-08,96.0
2022-06-09,96.4
2022-06-10,96.2
2022-06-11,93.3
2022-06-12,93.1
2022-06-13,91.7
2022-06-14,92.9
2022-06-15,89.7
2022-06-16,88.4
2022-06-17,89.0
2022-06-18,88.7
2022-06-19,88.4
2022-06-20,87.1
2022-06-21,85.9
2022-06-22,86.8
2022-06-23,89.8
2022-06-24,89.2
2022-06-25,87.5
2022-06-26,81.2
2022-06-27,80.6
2022-06-28,80.1
2022-06-29,82.7
2022-06-30,85.9
2022-07-01,30.8
2022-07-02,31.0
2022-07-03,31.1
2022-07-04,28.4
2022-07-05,27.1
2022-07-06,25.1
2022-07-07,27.7
2022-07-08,25.2
2022-07-09,24.8
2022-07-10,24.7
2022-07-11,24.6
2022-07-12,24.0
2022-07-13,24.1
2022-07-14,25.2
2022-07-15,27.9
2022-07-16,29.1
2022-07-17,27.8
2022-07-18,26.9
2022-07-19,28.3
2022-07-20,30.1
2022-07-21,28.8
2022-07-22,25.9
2022-07-23,24.7
2022-07-24,26.0
2022-07-25,27.1
2022-07-26,26.6
2022-07-27,27.6
2022-07-28,28.6
2022-07-29,29.8
2022-07-30,30.2
2022-07-31,30.2
2022-08-01,29.8
2022-08-02,29.2
2022-08-03,28.9
2022-08-04,28.1
2022-08-05,27.9
2022-08-06,26.1
2022-08-07,25.1
2022-08-08,24.6
2022-08-09,25.1
2022-08-10,26.9
2022-08-11,27.0
2022-08-12,28.1
2022-08-13,28.2
2022-08-14,26.0
2022-08-15,26.6
2022-08-16,28.4
2022-08-17,29.1
2022-08-18,29.2
2022-08-19,28.5
2022-08-20,28.3
2022-08-21,28.4
2022-08-22,28.8
2022-08-23,29.2
2022-08-24,28.8
2022-08-25,28.7
2022-08-26,29.3
2022-08-27,29.2
2022-08-28,28.9
2022-08-29,28.3
2022-08-30,28.0
2022-08-31,28.4
2022-09-01,28.2
2022-09-02,27.8
2022-09-03,28.7
2022-09-04,29.0
2022-09-05,29.3
2022-09-06,29.1
2022-09-07,28.0
2022-09-08,26.8
2022-09-09,25.9
2022-09-10,25.9
2022-09-11,25.3
2022-09-12,26.4
2022-09-13,26.8
2022-09-14,27.4
2022-09-15,27.9
2022-09-16,27.7
2022-09-17,27.7
2022-09-18,28.2
2022-09-19,27.0
2022-09-20,25.3
2022-09-21,26.8
2022-09-22,26.9
2022-09-23,27.5
2022-09-24,27.5
2022-09-25,27.9
2022-09-26,28.2
2022-09-27,28.0
2022-09-28,28.2
2022-09-29,27.3
2022-09-30,25.6
2022-10-01,26.1
2022-10-02,27.4
2022-10-03,27.6
2022-10-04,26.8
2022-10-05,26.3
2022-10-06,23.7
2022-10-07,25.0
2022-10-08,25.5
2022-10-09,25.4
2022-10-10,25.1
2022-10-11,25.5
2022-10-12,25.6
2022-10-13,26.0
2022-10-14,25.2
2022-10-15,24.5
2022-10-16,24.8
2022-10-17,25.6
2022-10-18,26.4
2022-10-19,26.2
2022-10-20,25.7
2022-10-21,25.6
2022-10-22,23.9
2022-10-23,23.2
2022-10-24,23.7
2022-10-25,23.6
2022-10-26,23.8
2022-10-27,24.2
2022-10-28,24.0
2022-10-29,23.3
2022-10-30,22.9
2022-10-31,23.4
2022-11-01,23.8
2022-11-02,24.8
2022-11-03,25.2
2022-11-04,24.9
2022-11-05,25.1
2022-11-06,24.2
2022-11-07,24.2
2022-11-08,24.1
2022-11-09,24.5
2022-11-10,24.2
2022-11-11,24.4
2022-11-12,24.2
2022-11-13,24.8
2022-11-14,24.5
2022-11-15,24.1
2022-11-16,22.5
2022-11-17,22.2
2022-11-18,22.4
2022-11-19,21.7
2022-11-20,21.5
2022-11-21,22.4
2022-11-22,24.7
2022-11-23,25.3
2022-11-24,25.8
2022-11-25,25.6
2022-11-26,24.5
2022-11-27,23.3
2022-11-28,22.9
2022-11-29,22.4
2022-11-30,22.6
2022-12-01,24.5
2022-12-02,25.4
2022-12-03,26.2
2022-12-04,25.9
2022-12-05,24.4
2022-12-06,23.3
2022-12-07,22.9
2022-12-08,21.4
2022-12-09,21.8
2022-12-10,23.0
2022-12-11,24.2
2022-12-12,24.2
2022-12-13,24.4
2022-12-14,25.1
2022-12-15,25.4
2022-12-16,25.6
2022-12-17,26.2
2022-12-18,24.6
2022-12-19,23.4
2022-12-20,23.2
2022-12-21,23.3
2022-12-22,23.5
2022-12-23,23.3
2022-12-24,23.0
2022-12-25,23.3
2022-12-26,24.8
2022-12-27,26.2
2022-12-28,27.3
2022-12-29,26.3
2022-12-30,26.0
2022-12-31,25.6
2023-01-01,25.2
2023-01-02,24.4
2023-01-03,24.2
2023-01-04,23.6
2023-01-05,23.5
2023-01-06,23.2
2023-01-07,23.1
2023-01-08,20.9
2023-01-09,20.8
2023-01-10,21.9
2023-01-11,22.4
2023-01-12,22.8
2023-01-13,23.0
2023-01-14,23.3
2023-01-15,23.5
2023-01-16,23.0
2023-01-17,22.6
2023-01-18,22.7
2023-01-19,22.5
2023-01-20,23.2
2023-01-21,23.5
2023-01-22,23.6
2023-01-23,23.3
2023-01-24,23.1
2023-01-25,22.8
2023-01-26,23.1
2023-01-27,23.4
2023-01-28,23.8
2023-01-29,23.9
2023-01-30,24.6
2023-01-31,25.0
2023-02-01,24.9
2023-02-02,24.8
2023-02-03,24.3
2023-02-04,24.6
2023-02-05,25.2
2023-02-06,24.8
2023-02-07,25.7
2023-02-08,26.2
2023-02-09,26.1
2023-02-10,25.7
2023-02-11,26.5
2023-02-12,27.3
2023-02-13,25.5
2023-02-14,24.3
2023-02-15,25.3
2023-02-16,26.0
2023-02-17,25.3
2023-02-18,25.4
2023-02-19,25.6
2023-02-20,26.7
2023-02-21,27.5
2023-02-22,26.8
2023-02-23,26.8
2023-02-24,27.3
2023-02-25,27.6
2023-02-26,26.9
2023-02-27,26.4
2023-02-28,26.4
2023-03-01,26.3
2023-03-02,26.8
2023-03-03,27.7
2023-03-04,27.7
2023-03-05,27.4
2023-03-06,28.0
2023-03-07,27.3
2023-03-08,27.7
2023-03-09,27.6
2023-03-10,27.6
2023-03-11,27.6
2023-03-12,27.4
2023-03-13,27.6
2023-03-14,28.3
2023-03-15,27.8
2023-03-16,27.7
2023-03-17,24.1
2023-03-18,24.3
2023-03-19,24.3
2023-03-20,26.2
2023-03-21,27.6
2023-03-22,28.9
2023-03-23,29.3
2023-03-24,29.0
2023-03-25,28.9
2023-03-26,28.6
2023-03-27,30.6
2023-03-28,30.6
2023-03-29,30.0
2023-03-30,30.1
2023-03-31,29.5
2023-04-01,29.6
2023-04-02,30.1
2023-04-03,30.8
2023-04-04,31.0
2023-04-05,31.0
2023-04-06,31.6
2023-04-07,30.4
2023-04-08,30.8
2023-04-09,30.9
2023-04-10,31.6
2023-04-11,32.4
2023-04-12,33.8
2023-04-13,34.3
2023-04-14,34.6
2023-04-15,34.0
2023-04-16,34.8
2023-04-17,34.1
2023-04-18,33.9
2023-04-19,34.6
2023-04-20,34.3
2023-04-21,32.1
2023-04-22,31.9
2023-04-23,31.3
2023-04-24,30.4
2023-04-25,30.5
2023-04-26,30.1
2023-04-27,31.2
2023-04-28,31.3
2023-04-29,29.6
2023-04-30,29.6
2023-05-01,26.1
2023-05-02,26.0
2023-05-03,27.0
2023-05-04,28.4
2023-05-05,29.7
2023-05-06,31.5
2023-05-07,31.9
2023-05-08,32.3
2023-05-09,32.8
2023-05-10,33.6
2023-05-11,34.3
2023-05-12,34.8
2023-05-13,35.2
2023-05-14,36.4
2023-05-15,37.2
2023-05-16,37.3
2023-05-17,36.6
2023-05-18,35.4
2023-05-19,34.8
2023-05-20,32.5
2023-05-21,32.6
2023-05-22,34.2
2023-05-23,31.9
2023-05-24,35.0
2023-05-25,35.8
2023-05-26,36.0
2023-05-27,36.4
2023-05-28,36.5
2023-05-29,34.3
2023-05-30,32.4
2023-05-31,32.6
2023-06-01,35.5
2023-06-02,37.2
2023-06-03,37.3
2023-06-04,35.9
2023-06-05,36.0
2023-06-06,37.0
2023-06-07,36.7
2023-06-08,36.1
2023-06-09,35.6
2023-06-10,34.9
2023-06-11,33.1
2023-06-12,35.6
2023-06-13,36.7
2023-06-14,36.4
2023-06-15,36.4
2023-06-16,36.5
2023-06-17,36.5
2023-06-18,35.6
2023-06-19,35.5
2023-06-20,34.3
2023-06-21,32.1
2023-06-22,30.0
2023-06-23,29.8
2023-06-24,27.0
2023-06-25,29.0
2023-06-26,28.3
2023-06-27,30.8
2023-06-28,30.8
2023-06-29,31.3
2023-06-30,31.9
2023-07-01,32.7
2023-07-02,32.7
2023-07-03,31.9
2023-07-04,28.2
2023-07-05,27.9
2023-07-06,25.4
2023-07-07,28.0
2023-07-08,29.3
2023-07-09,30.4
2023-07-10,31.5
2023-07-11,30.6
2023-07-12,29.5
2023-07-13,30.3
2023-07-14,30.3
2023-07-15,30.2
2023-07-16,29.6
2023-07-17,27.3
2023-07-18,25.5
2023-07-19,24.7
2023-07-20,25.2
2023-07-21,26.2
2023-07-22,26.8
2023-07-23,26.4
2023-07-24,24.7
2023-07-25,25.5
2023-07-26,24.9
2023-07-27,24.6
2023-07-28,26.2
2023-07-29,28.2
2023-07-30,27.9
2023-07-31,28.4
2023-08-01,28.5
2023-08-02,28.6
2023-08-03,28.4
2023-08-04,28.8
2023-08-05,28.8
2023-08-06,29.1
2023-08-07,29.1
2023-08-08,29.4
2023-08-09,29.5
2023-08-10,29.7
2023-08-11,30.3
2023-08-12,30.0
2023-08-13,29.9
2023-08-14,29.6
2023-08-15,27.8
2023-08-16,29.2
2023-08-17,29.3
2023-08-18,27.6
2023-08-19,25.3
2023-08-20,27.3
2023-08-21,28.5
2023-08-22,29.3
2023-08-23,29.5
2023-08-24,29.1
2023-08-25,29.4
2023-08-26,29.5
2023-08-27,30.1
2023-08-28,29.4
2023-08-29,28.9
2023-08-30,29.1
2023-08-31,29.2
2023-09-01,29.8
2023-09-02,30.4
2023-09-03,27.5
2023-09-04,26.5
2023-09-05,25.2
2023-09-06,26.6
2023-09-07,26.9
2023-09-08,27.2
2023-09-09,27.5
2023-09-10,27.2
2023-09-11,26.1
2023-09-12,27.8
2023-09-13,27.3
2023-09-14,26.7
2023-09-15,27.2
2023-09-16,27.8
2023-09-17,29.1
2023-09-18,29.3
2023-09-19,29.2
2023-09-20,29.2
2023-09-21,26.3
2023-09-22,26.7
2023-09-23,27.5
2023-09-24,27.6
2023-09-25,27.7
2023-09-26,27.7
2023-09-27,28.5
2023-09-28,29.1
2023-09-29,28.4
2023-09-30,27.7
2023-10-01,27.7
2023-10-02,27.0
2023-10-03,28.3
2023-10-04,28.4
2023-10-05,27.9
2023-10-06,27.5
2023-10-07,27.8
2023-10-08,28.6
2023-10-09,28.2
2023-10-10,29.2
2023-10-11,28.9
2023-10-12,28.5
2023-10-13,27.5
2023-10-14,27.5
2023-10-15,27.8
2023-10-16,27.7
2023-10-17,27.0
2023-10-18,27.1
2023-10-19,27.3
2023-10-20,27.3
2023-10-21,27.1
2023-10-22,26.0
2023-10-23,25.2
2023-10-24,25.3
2023-10-25,25.0
2023-10-26,24.8
2023-10-27,24.9
2023-10-28,25.7
2023-10-29,26.0
2023-10-30,26.0
2023-10-31,25.8
2023-11-01,26.0
2023-11-02,25.8
2023-11-03,26.3
2023-11-04,26.5
2023-11-05,26.2
2023-11-06,25.8
2023-11-07,25.7
2023-11-08,25.2
2023-11-09,24.9
2023-11-10,25.2
2023-11-11,25.4
2023-11-12,25.6
2023-11-13,25.6
2023-11-14,25.1
2023-11-15,25.9
2023-11-16,25.4
2023-11-17,25.2
2023-11-18,25.5
2023-11-19,25.6
2023-11-20,25.7
2023-11-21,25.6
2023-11-22,26.0
2023-11-23,24.6
2023-11-24,24.8
2023-11-25,25.2
2023-11-26,25.1
2023-11-27,24.6
2023-11-28,24.4
2023-11-29,24.7
2023-11-30,25.2
2023-12-01,25.1
2023-12-02,24.8
2023-12-03,25.8
2023-12-04,23.8
2023-12-05,22.4
2023-12-06,22.6
2023-12-07,23.6
2023-12-08,23.8
2023-12-09,24.5
2023-12-10,23.5
2023-12-11,22.8
2023-12-12,22.8
2023-12-13,23.0
2023-12-14,22.6
2023-12-15,22.4
2023-12-16,23.4
2023-12-17,23.5
2023-12-18,23.2
2023-12-19,22.6
2023-12-20,22.2
2023-12-21,21.8
2023-12-22,21.6
2023-12-23,22.1
2023-12-24,22.8
2023-12-25,23.1
2023-12-26,23.3
2023-12-27,22.8
2023-12-28,22.6
2023-12-29,22.2
2023-12-30,22.5
2023-12-31,22.4
2024-01-01,22.2
2024-01-02,22.3
2024-01-03,22.4
2024-01-04,22.6
2024-01-05,22.2
2024-01-06,22.4
2024-01-07,22.6
2024-01-08,22.4
2024-01-09,24.0
2024-01-10,23.6
2024-01-11,24.5
2024-01-12,24.6
2024-01-13,24.8
2024-01-14,25.4
2024-01-15,25.0
2024-01-16,24.4
2024-01-17,23.8
2024-01-18,23.5
2024-01-19,24.1
2024-01-20,24.0
2024-01-21,24.6
2024-01-22,25.1
2024-01-23,24.7
2024-01-24,24.6
2024-01-25,24.8
2024-01-26,24.5
2024-01-27,24.2
2024-01-28,23.8
2024-01-29,23.5
2024-01-30,23.4
2024-01-31,23.4
2024-02-01,24.6
2024-02-02,25.6
2024-02-03,26.1
2024-02-04,26.2
2024-02-05,26.1
2024-02-06,27.0
2024-02-07,27.8
2024-02-08,28.6
2024-02-09,26.9
2024-02-10,26.0
2024-02-11,26.5
2024-02-12,25.2
2024-02-13,24.5
2024-02-14,25.2
2024-02-15,25.0
2024-02-16,25.1
2024-02-17,25.5
2024-02-18,26.5
2024-02-19,26.4
2024-02-20,27.0
2024-02-21,28.0
2024-02-22,27.7
2024-02-23,26.4
2024-02-24,28.0
2024-02-25,27.4
2024-02-26,27.0
2024-02-27,26.9
2024-02-28,27.4
2024-02-29,28.1
2024-03-01,29.0
2024-03-02,28.9
2024-03-03,29.0
2024-03-04,28.7
2024-03-05,28.6
2024-03-06,29.2
2024-03-07,29.8
2024-03-08,30.6
2024-03-09,30.0
2024-03-10,29.7
2024-03-11,29.4
2024-03-12,30.5
2024-03-13,31.5
2024-03-14,31.2
2024-03-15,30.9
2024-03-16,30.3
2024-03-17,29.5
2024-03-18,29.2
2024-03-19,28.8
2024-03-20,27.7
2024-03-21,28.7
2024-03-22,29.5
2024-03-23,30.6
2024-03-24,30.3
2024-03-25,30.5
2024-03-26,30.7
2024-03-27,30.6
2024-03-28,31.6
2024-03-29,32.8
2024-03-30,32.8
2024-03-31,32.1
2024-04-01,32.7
2024-04-02,33.5
2024-04-03,33.4
2024-04-04,33.3
2024-04-05,34.0
2024-04-06,35.0
2024-04-07,35.5
2024-04-08,32.2
2024-04-09,31.0
2024-04-10,31.6
2024-04-11,31.3
2024-04-12,30.7
2024-04-13,31.2
2024-04-14,32.5
2024-04-15,33.4
2024-04-16,34.5
2024-04-17,34.9
2024-04-18,35.3
2024-04-19,34.9
2024-04-20,33.2
2024-04-21,34.6
2024-04-22,34.5
2024-04-23,34.3
2024-04-24,33.9
2024-04-25,35.0
2024-04-26,34.9
2024-04-27,34.6
2024-04-28,35.5
2024-04-29,35.3
2024-04-30,35.6
2024-05-01,36.9
2024-05-02,37.2
2024-05-03,35.9
2024-05-04,36.0
2024-05-05,36.0
2024-05-06,34.8
2024-05-07,32.4
2024-05-08,31.3
2024-05-09,31.5
2024-05-10,31.0
2024-05-11,32.9
2024-05-12,33.1
2024-05-13,30.0
2024-05-14,30.8
2024-05-15,32.1
2024-05-16,30.9
2024-05-17,27.2
2024-05-18,27.5
2024-05-19,29.6
2024-05-20,31.3
2024-05-21,31.8
2024-05-22,32.4
2024-05-23,33.0
2024-05-24,34.0
2024-05-25,33.7
2024-05-26,35.5
2024-05-27,36.8
2024-05-28,36.4
2024-05-29,37.1
2024-05-30,38.4
2024-05-31,39.1
2024-06-01,35.9
2024-06-02,34.9
2024-06-03,30.3
2024-06-04,32.2
2024-06-05,31.5
2024-06-06,29.3
2024-06-07,30.5
2024-06-08,30.6
2024-06-09,30.1
2024-06-10,30.3
2024-06-11,29.0
2024-06-12,30.8
2024-06-13,30.5
2024-06-14,30.8
2024-06-15,32.1
2024-06-16,31.0
2024-06-17,33.1
2024-06-18,33.6
2024-06-19,30.8
2024-06-20,31.4
2024-06-21,31.8
2024-06-22,30.3
2024-06-23,29.6
2024-06-24,31.8
2024-06-25,31.3
2024-06-26,28.7
2024-06-27,27.0
2024-06-28,27.6
2024-06-29,29.9
2024-06-30,27.6
2024-07-01,28.6
